text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit
1-1032,"['10', '18']","Fahmi F Muslim dan Jaman Keemasan Islam Berikut ini adalah artikel yang mungkin pernah anda jumpai. Suatu artikel yang membantah klaim jaman keemasan islam di bidang ilmu pengetahuan. Memang tidak dibahas secara detil. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? Muhammad saja salah dalam pembagian (truncated)",,UNKNOWN,"['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']"
1-1033,"['10', '18']","China Itu Pinter Menciptakan Yg Serba Palsu,Bikin Matahari Palsu, Bikin Mobil Palsu,Mukidi Berguru Sama Cina Bikin Ijazah Palsu.",,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']"
1-1034,"['10', '18']",Presiden Soeharto bagi-bagi tanah untuk rakyat Jokowi mengusir rakyat demi ngutang ke Cina,,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']"
1-1035,"['10', '18']",Anies Baswedan Bersama Komunitas Masyarakat Indonesia Tionghoa,,Tionghoa,"['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1036,"['10', '18']",Ncep gak pernah posting kerja nya Jokowi selama 2 periode Krn proyek cina semua 😝,,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '1']","['0', '1']","['0', '0']"
1-1037,"['10', '18']",Relawan Tionghoa Kalbar “All Out” Dukung Ganjar di Pilpres 2024,,Tionghoa,"['0', '0']","['1', '1']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1038,"['10', '18']",Klu bukan karena sarat Korupsi dan suap-suapan rezim Jokowi dengan Cina Mana mungkin terjadi,,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']"
1-1039,"['10', '18']","Teriak"" china di lihat Hp nya produk china 😂😂😂",,Tionghoa,"['0', '0']","['0', '0']","['1', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-104,"['7', '15']","BUTA MATA BUTA HATI Refleksi Politik Kelabuhi Jaman .. Datang busl perubahan dan perbaikan Meski terlanjur hadir ""berharkat musang pandai berlidah"" Hianati mentor Kelabuhi guru Tahta dan uang buat melena tiada etika Selimut berbulu domba menghangatkan jiwa Jaket berkulit musang menggugah cinta Muka ""buta etika"", membelai masa lembut penuh makna sorgawi Kicau liar merajut relung bayang-bayang mimpi Membias rasa diktum ""hianat"" menjadi nyata Kicau kicau perbaikan menghias hari wajah penuh pesona Fatwa membimbing dari alsm kubur Hujah menggelinding dari singgasana ""turun gunung"" Rasa memuak cahaya, berikan penerang kalbu penenang jiwa Lidah semakin hampa tiada sentuhan indah Jiwa terdoktrin indah ""anti tesa perbaikan"" Namun hati sepah rasa tiada bersemi Hlang harum mewangi Kepak burung kasturi menyebar menyelimuti langit Seiring doa doa tersakiti segera langit melumat Rasa berganti tiada simpatik Serasa masa terkelabuhi intrik ""lebih baik minta maaf dari pada minta izin"" Jet politik terbang bersama kepak burung kasturi melukis langit jingga #fajri, 28 SEPTEMBER 2023",,Disabilitas,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1040,"['10', '18']",KADRUN KATANYA ANTI CHINA MAKAN DIKASIH SAMA ORANG CHINA 😂😂😂,,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '1']","['0', '0']"
1-1041,"['10', '18']","PERANG HORIZONTAL DI DEPAN MATA. WASPADA... ‼️ WARGA cina sudah BERANI menguasai jalanan DGN MOBIL BER NOPOL negara CINA. ⁉️ Jika kamu tdk membela orang lain ketika hak mereka diinjak-injak, siapa yg akan membelamu ketika hakmu diinjak-injak⁉️ Lebih baik diasingkan daripada menyerah pada  #SALAM_AKAL_SEHAT💪 #SALAM_PERUBAHAN_PERBAIKAN utk #PERSATUAN_RI 😎✌💪",,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['1', '0']","['0', '1']","['0', '0']"
1-1042,"['10', '18']",benci cina tapi suka barang dari cina..😂😂😂 munafik.,,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '1']","['1', '0']","['0', '0']"
1-1043,"['10', '18']",Presiden Amerika Joe Biden hormat kepada Jokowi. Presiden Cina RRT Xi Jinping hormat kepada Jokowi. Presiden Rusia Vladimir Putin hormat kepada Jokowi.,,Tionghoa,"['0', '0']","['0', '0']","['1', '0']","['1', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']"
1-1044,"['10', '18']",Assalamualaikum masih ingat dulu ada Gubernur cina menggusur rakyat DKI dgn kejam lalu datanglah gubernur turunan Yaman membangun kembali rumah mereka.,,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['1', '0']","['0', '1']","['0', '0']"
1-1045,"['10', '18']","Dukung Ganjar, Etnis Tionghoa Singgung Pemimpin Pemersatu Umat",,Tionghoa,"['0', '0']","['1', '1']","['0', '1']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1046,"['10', '18']","Arab ikut berjuang lawan penjajah, PKI dan cina berkhianat",,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['1', '0']","['0', '1']","['0', '0']"
1-1047,"['10', '18']",# **Ganjar tak ingin bergantung pada China **,,Tionghoa,"['1', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1048,"['10', '18']","Bong, lu bela kang Ngibul matimatian ternyata otak lu aja gak diakui Dia lebih percaya otak cina 😂",,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1049,"['10', '18']","Kawal pemilu dari kecurangan, pemilu 2019 terdpt ribuan wna cina tk bisa berbahas indonesi tpi memilki ktp indonesi. Masih ingat dg berbondong"" wna cina masuk ke indo dg mudah jelang pilpres 2019.",,Tionghoa,"['0', '0']","['0', '1']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-105,"['7', '15']",Pesan saya yang benci Anies Baswedan awas jangan sampai kamu gila  status mu digrup ini membuat kami tambah sehat makin cinta AMIN,,Disabilitas,"['0', '0']","['1', '1']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1050,"['10', '18']","5,3 ribu ton Nikel Indonesia dirampok Cina Jokowi cuma kaget, bg 🤦",,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '1']","['0', '0']"
1-1051,"['10', '18']",Satu ini memiting rakyatnya Satu lagi ingin membuldoser rakyatnya Inilah rezi biadab yang disanjung 80% rakyatnya. Mantap petugas cina,,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '1']","['0', '1']","['0', '0']","['1', '0']","['1', '0']","['0', '0']"
1-1052,"['10', '18']",10 thn sdh Hutang ke cina Pabrik dari cina Pekerja dari cina Teknologi dari cina Ada yg bilang katanya ini PRIBUMI. MAU DI LANJUT apa PERUBAHAN.,,Tionghoa,"['0', '0']","['0', '1']","['1', '0']","['0', '1']","['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']"
1-1053,"['10', '18']","Dari jaman nenek moyang kita dulu juga sudah ada pepatah nya, ""Carilah ilmu setinggi langit meskipun sampai ke negeri China sekalipun"" Makanya China sangat maju SDM dan ilmu pengetahuan serta teknologinya.",,Tionghoa,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1054,"['10', '18']","Balada 32 tahun negeriku: Menurut petunjuk bpk presiden,,, e e e e kita harus kencengkan ikat pinggang kemudian e e e kita tinggal landas dan e e e kita mengolah ragakan masyarakat dan memasyarakatkan olah raga, kemudian e e e e export non migas kita harus mengacuh pada pakto sebagai embrio dari pakno dan pakdes,,,, dan ujung²nya 1 $ US = Rp 17.500,- gadis² tionghoa lari pake daster ke bandara Sukarno Hatta, yg lain diperkosa, toko² dijarah, mahasiswa ada yg raib entah ke !!! Sekolahan Katolik yg dipimpin mantan pacarku diancam mau dibakar. 😉😉😉😉 Yang begini masih sering terngiang di telingaku sampai saat ini,,, aku sdh berusaha melupakannya tapi kalau melihat jemuran orang warna kuning ingatan itu selalu !!! Apalagi di saat² menjelang pemilu seperti sekarang. Semoga Pa Ganjar - Mahfud terpilih menjadi Presiden 2024 nanti, dan membuat NKRI disegani dan dihormati, sejuk dan damai.",,"Kristen, Tionghoa","['0', '0']","['1', '1']","['1', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-1055,"['10', '18']","😱🇺🇸🇺🇸🕺🏻 Teman /Sobat "" Gaspol GP"" Tulisan ini untuk saling Sharing, semoga Ada Gunanya ... :🙏🏻🙏🙏 Pemilu 2024 ini merupakan Pemilu yang Sangat Mendebarkan dan Sangat Mencekam. Ini disebabkan karena ""Keterlibatan Amerika lewat CIA full 100℅ melalui jaringan LSM² dan pengusaha Regional"". 🙏🏻🙏🏻🙏🏻 Sebarkan ke seluruh penjuru  DEMI ANAK CUCU KITA KELAK PILIHLAH GANJAR PRANOWO 🩷🇮🇩🇮🇩",,UNKNOWN,"['0', '0']","['1', '1']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1056,"['10', '18']","*MUI HARAMKAN PRODUK ISRAEL* Namun, dia sendiri tanpa sadar telah menggunakan dan menikmati produk Israel Keturunan Yahudi itu sendiri😁😁 Beberapa nama produk Israel keturunan Yahudi : 1. Google. 2. Ini semua adalah produk buatan Israel, buatan Amerika sekutunya dan buatan Negara-negara lain keturunan Yahudi seperti Rusia, Inggris, Prancis, Kanada, Argentina dan beberapa negara lain yang termasuk sekutnya Juga Produk-produk tersebut dibuat dan diproduksi orang Negara China Lalu kenapa anda memakainya, dan kenapa anda menggunakannya❓ Kemudian jika MUI menganggap semua Produk Israel haram, sebaiknya diboikot semuanya dan tidak usah digunakan sama sekali saya rasa lebih adil kalau begitu. Namun jika ini hanya sekedar alasan atau tindakan bodoh saja, Melarang atau Mengharamkan semua produk Israel keturunan Yahudi dan Produk-produk Negara lain yang termasuk sekutunya, lalu dalam tanda kutip ""anda masih menggunakan sebagian juga"", berarti anda munafik tidak jujur mengakuinya🤣😂😂",,"Tionghoa, Jewish","['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']"
1-1057,"['10', '18']",3 Alasan Pak Bokep TKA TIONGHOA Komunis Anti Islam Ancaman PKI Bangkit,,Tionghoa,"['0', '1']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']"
1-1058,"['10', '18']","INI BUAT PARA KADRUN YG SERING NUDUH PEMERINTA (PKI) DI SINI SEDIKIT GW JELASIN👇👇 Syaiful Sahab Jenderal jenderal loyalis Soekarno pun yang disebut sebagai pahlawan revolusi dan juga jutaan rakyat Indonesia adalah korban pembantaian Soeharto dengan dibantu intelejen barat. Satu satunya jenderal lulusan setara SD yang mudah dimancaatkan mafia barat. YUK MIKIIIIR Tuan mereka sedang berusaha untuk MENIHILKAN kebijakan kebijakan yang telah diproses PEMERINTAH INDONESIA. Isu Jokowi PKI lah, isu kebangkitan komunis lah, isu anti cina lah, dan lain (truncated)",,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1059,"['10', '18']","Kasus rempang,kasus Wadas,ketimpangan gaji tka cina dengan tenaga Tempatan dimorowali,hilangnya pupuk subsidi,mahalnya BBM, nepotisme kekuasaan,hutang negara yg makin menumpuk ,pajak yg tinggi serta obyek pajak yg menyasar sembako dibarengi harga yg semakin mahal ,kondisi keadilan hukum yg TDK baik baik aja dll,semua itu akibat kebijakan direzim ini,maka kondisi seperti sangat diperlukan PRESIDEN PERUBAHAN dan itu hanya dimiliki Bapak Anies Baswedan ,maka itu ayo pilih presiden perubahan",,Tionghoa,"['0', '0']","['1', '1']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-106,"['7', '15']",GP-MMD CAPRES BRILYAN- CERDAS LEGAL FORMAL DIBANDING CAPRES LAIN IDIOT & ILLEGAL SBG PEMBODOHAN ANAK CUCU NANTI DLM LEMBARAN GLAP DEMOKRASI.,,Disabilitas,"['0', '0']","['1', '1']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']"
1-1060,"['10', '18']","*MOHON DENGAN SANGAT ARTIKEL INI DI SHARE KE SEMUA RAKYAT INDONESIA COPY PASTE KE SEMUA GROUP MEDSOS SELANJUTNYA SHARE TERUS MENERUS SETIAP HARI HINGGA VIRAL KE SEMUA RAKYAT INDONESIA HUSUSNYA ORANG2 YANG TIDAK TAU POLITIK DAN TIDAK PEDULI KONDISI BANGSA DAN AGAMANYA!!!* *TAHAPAN SKENARIO CINA CAPLOK INDONESIA TANPA PERANG.* (Bukan hoax bisa di adu dengan data inteligent) *Tahap 1* Jkw tunjuk bos sinarmas sebagai wakil kepala IKN. Dan memerintahkan pengembang Cina seperti Agung Sedayu, Podomoro, Ciputra, Lippo dll untuk membangun pemukiman Cina di IKN. *BANGUN, SADAR DAN BANGKITLAH WAHAI ANAK BANGSA !*✍️🇮🇩✊ *AYO COPAS DAN SHARE KE SEMUA GROUP2 MEDSOS DEMI KESELAMATAN NEGARA, BANGSA, AGAMA DAN ANAK CUCU GENERASI KITA..& * SEMUA AKAN GAGAL TERLAKSANA JIKA ANIES PRESIDEN RI... !!!.*",,Tionghoa,"['0', '0']","['1', '1']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1061,"['10', '18']",Waspada beras dari china komonis,,Tionghoa,"['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '1']","['0', '0']"
1-1062,"['10', '18']","## Satu lagi hoax Islam: ## Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Satu lagi hoax Islam: Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Perlu anda ketahui, Ibnu Sina itu bukanlah beragama Islam, dia asalnya bangsa Persia yang beragama Zoroaster dan dia dipaksa masuk Islam agar tidak dibunuh oleh pasukan Islam yang menghancurkan kerajaan Persia yang beragama Zoroaster itu. Ibnu Sina adalah nama yang diberikan oleh penjajah Arab Islam, nama beliau sebenarnya dalah ""Avicenna"" yang berasal dari nama kitab suci Zoroaster ""Aveda"" yang artinya ""Api Suci"". Zoroaster adalah ajaran agama yang mensucikan dan menyembah Tuhan yang Esa dan ""Api"" sebagai simbolnya. Orang ini bahkan tidak bisa penjumlahan yang sederhana. Apa yang islam lakukan utk seni? Untuk musik? Apa yang nabi katakan tentang penyair? Apa pandangan (truncated)",,UNKNOWN,"['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1063,"['10', '18']","Kang Ngibul menggelapkan nikel sampai 5,3 juta ton ke cina",,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1064,"['10', '18']",KALAU TDK MAU JADI BUDAK CINA TDK ADA CARA LAIN AMIN HRS MENANG,,Tionghoa,"['0', '0']","['1', '1']","['1', '1']","['0', '1']","['0', '0']","['0', '0']","['1', '0']","['1', '1']","['0', '0']"
1-1065,"['10', '18']","PASTIKAN ANAK, SAUDARA, TEMAN, KELUARGA BESAR KITA FOKUS PD PERUBAHAN BERJUANG UTK PERUBAHAN ATAU REZIM BUSUK INI AKAN MELANJUTKAN MENGUSUR KITA RAKYAT PRIBUMI PEMILIK NEGERI INI DARI BUMI PERTIWI...JGN BIARKAN REZIM ANTEK OLIGARKI INI MELANJUTKAN KEKEJAMAN DAN KEBIADABANNYA PD RYTNYA ...MENGUSIR RYTNYA SENDIRI DEMI INVESTOR CHINA",,Tionghoa,"['0', '0']","['0', '1']","['1', '1']","['0', '1']","['0', '1']","['0', '0']","['1', '0']","['1', '0']","['0', '0']"
1-1066,"['10', '18']","Peringatan tegas untuk rezim Jokowi dan seluruh rakyat NKRI, belum ada Negara yg sebebas di Indonesia terhadap China Komunis, Nasehat dari Letjend. Purn. Sutioso mantan Kepala BIN... Jangan dianggap enteng saja, Krn negeri kita memang sdh tdk baik2 saja, Jangan sampai kita menyesal dihari !! 😇🌏😡😡",,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1067,"['10', '18']","Buku ini adalah sebuah buku istimewa tentang analisis sejarah yang sangat menarik. Di dalamnya akan kita dapati sebab-sebab kelemahan umat Islam, berbagai konflik yang terjadi, Perang Salib, pembebasan Al-Quds, invasi bangsa Tartar hingga seputar ditutup dan dibukanya kembali pintu ijtihad. #ResensiBuku — [Resensi Buku Wajah Dunia Islam (Dari Bani Umayyah hingga Imperialisme Modern)] Sejarah Peradaban Islam, Bukan Hanya dari Sirah Rasulullah ﷺ  — Peresensi: Nindira Aryudhani, S.Pi., M.Si. Wallahualam bissawab. [MNews/Rgl]",,UNKNOWN,"['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-1068,"['10', '18']",2 PERIODE bikin ibukota cina,,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
1-1069,"['10', '18']",Orang tionghoa saja tahu siapa orang yang patut untuk memimpin RI th 2024,,Tionghoa,"['0', '0']","['1', '1']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-107,"['7', '15']",Pendukung GM jangan kompromi yang cacat hukum/ tidak legitimate,,Disabilitas,"['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1070,"['10', '18']","Surat Terbuka Kepada Anies Baswedan. (Saya copas dari postingan seorang tokoh yang dekat dengan presiden Jokowi) Ibnu Maksum-Opini Anies Baswedan (IST) Smith Alhadar Direktur Eksekutif Institute for Democracy Education (IDe) Mas Anies yang baik , Dalam gelisah saya menulis surat ini saat banyak orang sedang terlelap dalam bekap mimpi yang merisaukan. Belum juga dikumandangkan adzan , ajakan berserah diri pada Tuhan, sebelum memulai kehidupan yg rumit Seringkali berat. Kalau para Gubernur sebelumnya iri hati pada mas Anies , itu lantaran mereka baru tahu bahwa kota bisa disulap dgn ide2 kreatif. Lebih daripada itu , mas Anies (truncated)",,UNKNOWN,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1071,"['10', '18']","Kenapa Komunis adalah mutlak sbg MUSUH PANCASILA? Karena faham komunisme bertolak belakang dgn Sila pertama, Ketuhanan Yang Maha Esa. Dikutip dari CNN Indonesia: Partai Komunis China (PKC) merupakan partai berkuasa Negeri Tirai Bambu. PKC secara resmi merupakan penganut ateis atau sebutan bagi orang yang tak percaya dengan keberadaan Tuhan. PKC juga mengimbau anggota partai dan keluarga mereka agar tak berpartisipasi secara publik dalam acara keagamaan. Pada 2017, media resmi PKC mewanti-wanti anggota mereka untuk tak percaya pada agama, menyebutkan sebagai ""anestesi spiritual."" Sumber:",,Tionghoa,"['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1072,"['10', '18']",DEKAT LAHIR BATIN Mungkin anda tidak tahu. Kebiasaan Xijinping saat jadi Gubernur Pujian adalah tidur di rumah warga yang miskin. itu dia lakukan bukan sekali. By. Ddb.,,UNKNOWN,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1073,"['10', '18']",Dekat lahir batin Mungkin anda tidak tahu. Kebiasaan Xijinping saat jadi Gubernur Fujian adalah tidur di rumah warga yang miskin. itu dia lakukan bukan sekali. Biarlah saya jadi rakyat jelantah. Berusaha menghidup diri sendiri.,,UNKNOWN,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-1074,"['10', '18']","*MEMILIH PEMIMPIN DENGAN PENUH JIWA BESAR BUKAN ATAS KEPENTINGAN PRIBADI ATAUPUN GOLONGAN* Sebagai anak bangsa Indonesia yang sadar betul punya tanggung jawab terhadap nasib bangsa dan negara Indonesia yang tercinta ini, dari nurani lubuk hati yang paling dalam tidak pernah rela seluruh anak cucu rakyat bangsa dan negara Indonesia dijajah dikuasai oleh Asing Aseng terkhusus seperti saat ini kita tengah dikuasai secara masif oleh Oligarki Pengusaha-pengusaha Cina dalam berbagai bidang yang disebut penjajahan gaya baru. Olehnya itu bangsa kita sangat membutuhkan seorang pemimpin yang bisa mencegah anak cucu kita semakin masif lagi dijajah oleh siapapun terutama Cina yang tengah kita rasakan saat sekarang ini, mari kita bersama-sama menyatukan langkah hati kita mencari jalan keluaarnya untuk mencegah anak cucu kita semakin dikuasai oleh Asing Aseng Cina kedepan. Menghadapi pemilihan Presiden 2024 yang tidak lama lagi akan dilaksanakan untuk memilih seorang Presiden pemimpin kita yang akan menggatikan Jokowi dengan harapan dapat membawa perubahan nasib bangsa Indonesia kedepan yang lebih baik lagi, untuk itu kita harus lebih berhati-hati cermat dan cerdas melihat memasang filter menyaring meneliti mencerna lebih kritis lagi untuk mengambil memilih seorang pemimpin. ikuti telusuri dengan hati pikiran yang jernih bukan atas kepentingan pribadi ataupun golongan tetapi secara obyektif dengan penuh rasa tanggung jawab kepada sesama manusia terutama kepada Allah SWT Tuhan pencipta alam semesta ini lihat telusuri semua REKAM JEJAK Anies Baswedan di media cetak dan media elektronik disitulah  Salam Perubahan untuk Indonesia lebih baik lagi. *Hasan Tuankotta ,H,U* Ketua Umum: Himpunan Semangat Usaha Masyarakat Maluku (HISUMMA)",,Tionghoa,"['0', '0']","['1', '1']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']"
